chr - mmx x 0 165556469 chrx
band mm12 qa1.3 qa1.3 21180335 26034162 gpos66
band mm12 qa2 qa2 26034162 31770503 gneg
band mm12 qa3 qa3 31770503 39271872 gpos33
band mm12 qb1 qb1 39271872 44125699 gneg
band mm12 qb2 qb2 44125699 45008213 gpos33
band mm12 qb3 qb3 45008213 52068325 gneg
band mm12 qc1 qc1 52068325 66188548 gpos100
band mm12 qc2 qc2 66188548 71483632 gneg
band mm12 qc3 qc3 71483632 81191286 gpos100
band mm12 qd1 qd1 81191286 85603856 gneg
band mm12 qd2 qd2 85603856 88692655 gpos33
band mm12 qd3 qd3 88692655 95752767 gneg
band mm12 qe qe 95752767 106342935 gpos100
band mm12 qf1 qf1 106342935 114726818 gneg
band mm12 qf2 qf2 114726818 120463159 gpos66
band mm13 qa1 qa1 0 16312600 gpos100
band mm13 qa2 qa2 16312600 21255812 gneg
band mm13 qa3.1 qa3.1 21255812 29659273 gpos66
band mm13 qa3.2 qa3.2 29659273 33119521 gneg
band mm13 qa3.3 qa3.3 33119521 41522982 gpos33
band mm13 qa4 qa4 41522982 44488909 gneg
band mm13 qa5 qa5 44488909 52892370 gpos33
band mm13 qb1 qb1 52892370 59318546 gneg
band mm13 qb2 qb2 59318546 61790152 gpos33
band mm13 qb3 qb3 61790152 69699292 gneg
band mm13 qc1 qc1 69699292 78597074 gpos33
band mm13 qc2 qc2 78597074 81068680 gneg
band mm13 qc3 qc3 81068680 94909674 gpos100
band mm13 qd1 qd1 94909674 106773383 gneg
band mm13 qd2.1 qd2.1 106773383 110727953 gpos33
band mm13 qd2.2 qd2.2 110727953 116659808 gneg
band mm13 qd2.3 qd2.3 116659808 120614378 gpos33
band mm14 qa1 qa1 0 14877464 gpos100
band mm14 qa2 qa2 14877464 19340703 gneg
band mm14 qa3 qa3 19340703 29754928 gpos33
band mm14 qb qb 29754928 43144646 gneg
band mm14 qc1 qc1 43144646 51575209 gpos100
band mm14 qc2 qc2 51575209 54550702 gneg
band mm14 qc3 qc3 54550702 59509857 gpos66
band mm14 qd1 qd1 59509857 68436336 gneg
band mm14 qd2 qd2 68436336 72403660 gpos33
band mm14 qd3 qd3 72403660 84305631 gneg
band mm14 qe1 qe1 84305631 88272955 gpos66
band mm14 qe2.1 qe2.1 88272955 98191265 gpos100
band mm14 qe2.2 qe2.2 98191265 99183096 gneg
band mm14 qe2.3 qe2.3 99183096 106621828 gpos100
band mm14 qe3 qe3 106621828 110093236 gneg
band mm14 qe4 qe4 110093236 120011546 gpos100
band mm14 qe5 qe5 120011546 123978870 gneg
band mm15 qa1 qa1 0 16412919 gpos100
band mm15 qa2 qa2 16412919 24163465 gneg
band mm15 qb1 qb1 24163465 29634438 gpos33
band mm15 qb2 qb2 29634438 31914010 gneg
band mm15 qb3.1 qb3.1 31914010 42855956 gpos100
band mm15 qb3.2 qb3.2 42855956 44679614 gneg
band mm15 qb3.3 qb3.3 44679614 49694673 gpos66
band mm15 qc qc 49694673 53341989 gneg
band mm15 qd1 qd1 53341989 66107593 gpos100
band mm15 qd2 qd2 66107593 68387165 gneg
band mm15 qd3 qd3 68387165 77049539 gpos66
band mm15 qe1 qe1 77049539 83432341 gneg
band mm15 qe2 qe2 83432341 86623742 gpos33
band mm15 qe3 qe3 86623742 95286117 gneg
band mm15 qf1 qf1 95286117 100757090 gpos66
band mm15 qf2 qf2 100757090 101668919 gneg
band mm15 qf3 qf3 101668919 103492577 gpos33
band mm16 qa1 qa1 0 15439672 gpos100
band mm16 qa2 qa2 15439672 16375409 gneg
band mm16 qa3 qa3 16375409 20586229 gpos33
band mm16 qb1 qb1 20586229 26200655 gneg
band mm16 qb2 qb2 26200655 32282950 gpos33
band mm16 qb3 qb3 32282950 38365245 gneg
band mm16 qb4 qb4 38365245 44915409 gpos33
band mm16 qb5 qb5 44915409 53804918 gneg
band mm16 qc1.1 qc1.1 53804918 58015737 gpos66
band mm16 qc1.2 qc1.2 58015737 58951475 gneg
band mm16 qc1.3 qc1.3 58951475 66905245 gpos66
band mm16 qc2 qc2 66905245 70648196 gneg
band mm16 qc3.1 qc3.1 70648196 79069836 gpos100
band mm16 qc3.2 qc3.2 79069836 79537704 gneg
band mm16 qc3.3 qc3.3 79537704 91702295 gpos100
band mm16 qc4 qc4 91702295 98252459 gneg
band mm17 qa1 qa1 0 13970997 gpos100
band mm17 qa2 qa2 13970997 16153965 gneg
band mm17 qa3.1 qa3.1 16153965 17463746 gpos33
band mm17 qa3.2 qa3.2 17463746 21829683 gneg
band mm17 qa3.3 qa3.3 21829683 31434744 gpos66
band mm17 qb1 qb1 31434744 40166617 gneg
band mm17 qb2 qb2 40166617 41476398 gpos33
band mm17 qb3 qb3 41476398 45842335 gneg
band mm17 qc qc 45842335 55883989 gpos66
band mm17 qd qd 55883989 60249926 gneg
band mm17 qe1.1 qe1.1 60249926 68108612 gpos100
band mm17 qe1.2 qe1.2 68108612 68981799 gneg
band mm17 qe1.3 qe1.3 68981799 73347736 gpos100
band mm17 qe2 qe2 73347736 78586860 gneg
band mm17 qe3 qe3 78586860 82952797 gpos33
band mm17 qe4 qe4 82952797 89065108 gneg
band mm17 qe5 qe5 89065108 95177420 gpos33
band mm18 qa1 qa1 0 19413462 gpos100
band mm18 qa2 qa2 19413462 29542226 gneg
band mm18 qb1 qb1 29542226 35450671 gpos66
band mm18 qb2 qb2 35450671 37138798 gneg
band mm18 qb3 qb3 37138798 45579434 gpos100
band mm18 qc qc 45579434 49799752 gneg
band mm18 qd1 qd1 49799752 54020070 gpos100
band mm18 qd2 qd2 54020070 54442102 gneg
band mm18 qd3 qd3 54442102 60772579 gpos100
band mm18 qe1 qe1 60772579 67947119 gneg
band mm18 qe2 qe2 67947119 75121660 gpos33
band mm18 qe3 qe3 75121660 83562296 gneg
band mm18 qe4 qe4 83562296 90736837 gpos33
band mm19 qa qa 0 16650124 gpos100
band mm19 qb qb 16650124 25584337 gneg
band mm19 qc1 qc1 25584337 34924651 gpos66
band mm19 qc2 qc2 34924651 38173456 gneg
band mm19 qc3 qc3 38173456 47513769 gpos66
band mm19 qd1 qd1 47513769 51574775 gneg
band mm19 qd2 qd2 51574775 58884586 gpos33
band mm19 qd3 qd3 58884586 61321190 gneg
band mm2 qa1 qa1 0 14070368 gpos100
band mm2 qa2 qa2 14070368 16415429 gneg
band mm2 qa3 qa3 16415429 29078760 gpos33
band mm2 qb qb 29078760 48308264 gneg
band mm2 qc1.1 qc1.1 48308264 60502583 gpos100
band mm2 qc1.2 qc1.2 60502583 60971595 gneg
band mm2 qc1.3 qc1.3 60971595 68475791 gpos100
band mm2 qc2 qc2 68475791 71758877 gneg
band mm2 qc3 qc3 71758877 81139123 gpos66
band mm2 qd qd 81139123 88643319 gneg
band mm2 qe1 qe1 88643319 101306651 gpos100
band mm2 qe2 qe2 101306651 105058749 gneg
band mm2 qe3 qe3 105058749 113031957 gpos33
band mm2 qe4 qe4 113031957 115846031 gneg
band mm2 qe5 qe5 115846031 123819240 gpos66
band mm2 qf1 qf1 123819240 131792448 gneg
band mm2 qf2 qf2 131792448 134606522 gpos33
band mm2 qf3 qf3 134606522 141172694 gneg
band mm2 qg1 qg1 141172694 146800841 gpos100
band mm2 qg2 qg2 146800841 147738866 gneg
band mm2 qg3 qg3 147738866 152428988 gpos100
band mm2 qh1 qh1 152428988 158995160 gneg
band mm2 qh2 qh2 158995160 163216271 gpos33
band mm2 qh3 qh3 163216271 173534541 gneg
band mm2 qh4 qh4 173534541 181976762 gpos33
band mm3 qa1 qa1 0 18521769 gpos100
band mm3 qa2 qa2 18521769 20471428 gneg
band mm3 qa3 qa3 20471428 35581293 gpos66
band mm3 qb qb 35581293 46791837 gneg
band mm3 qc qc 46791837 56540137 gpos100
band mm3 qd qd 56540137 60926871 gneg
band mm3 qe1 qe1 60926871 69700341 gpos33
band mm3 qe2 qe2 69700341 72624831 gneg
band mm3 qe3 qe3 72624831 83835375 gpos100
band mm3 qf1 qf1 83835375 93096260 gneg
band mm3 qf2.1 qf2.1 93096260 97482995 gpos33
band mm3 qf2.2 qf2.2 97482995 106256464 gneg
band mm3 qf2.3 qf2.3 106256464 108206124 gpos33
band mm3 qf3 qf3 108206124 115029934 gneg
band mm3 qg1 qg1 115029934 126727893 gpos100
band mm3 qg2 qg2 126727893 128677553 gneg
band mm3 qg3 qg3 128677553 138425853 gpos66
band mm3 qh1 qh1 138425853 143787417 gneg
band mm3 qh2 qh2 143787417 148174152 gpos33
band mm3 qh3 qh3 148174152 154023132 gneg
band mm3 qh4 qh4 154023132 159872112 gpos33
band mm4 qa1 qa1 0 14742088 gpos100
band mm4 qa2 qa2 14742088 17595395 gneg
band mm4 qa3 qa3 17595395 28057522 gpos100
band mm4 qa4 qa4 28057522 29959727 gneg
band mm4 qa5 qa5 29959727 43275161 gpos66
band mm4 qb1 qb1 43275161 51359532 gneg
band mm4 qb2 qb2 51359532 54688391 gpos33
band mm4 qb3 qb3 54688391 62772762 gneg
band mm4 qc1 qc1 62772762 68954928 gpos33
band mm4 qc2 qc2 68954928 71332684 gneg
band mm4 qc3 qc3 71332684 83221465 gpos100
band mm4 qc4 qc4 83221465 88928080 gneg
band mm4 qc5 qc5 88928080 96536899 gpos66
band mm4 qc6 qc6 96536899 104621270 gneg
band mm4 qc7 qc7 104621270 109852334 gpos66
band mm4 qd1 qd1 109852334 116510051 gneg
band mm4 qd2.1 qd2.1 116510051 119363358 gpos33
band mm4 qd2.2 qd2.2 119363358 129825485 gneg
band mm4 qd2.3 qd2.3 129825485 132678793 gpos33
band mm4 qd3 qd3 132678793 140287612 gneg
band mm4 qe1 qe1 140287612 146469778 gpos100
band mm4 qe2 qe2 146469778 155029701 gneg
band mm5 qa1 qa1 0 14911692 gpos100
band mm5 qa2 qa2 14911692 16354759 gneg
band mm5 qa3 qa3 16354759 25494184 gpos66
band mm5 qb1 qb1 25494184 33671564 gneg
band mm5 qb2 qb2 33671564 35595653 gpos33
band mm5 qb3 qb3 35595653 50507346 gneg
band mm5 qc1 qc1 50507346 58684726 gpos33
band mm5 qc2 qc2 58684726 61089838 gneg
band mm5 qc3.1 qc3.1 61089838 71672330 gpos100
band mm5 qc3.2 qc3.2 71672330 73596419 gneg
band mm5 qc3.3 qc3.3 73596419 77925620 gpos66
band mm5 qd qd 77925620 81773799 gneg
band mm5 qe1 qe1 81773799 91394246 gpos100
band mm5 qe2 qe2 91394246 93799358 gneg
band mm5 qe3 qe3 93799358 99571626 gpos33
band mm5 qe4 qe4 99571626 101976738 gneg
band mm5 qe5 qe5 101976738 107749006 gpos33
band mm5 qf qf 107749006 125065811 gneg
band mm5 qg1.1 qg1.1 125065811 126989900 gpos33
band mm5 qg1.2 qg1.2 126989900 127951945 gneg
band mm5 qg1.3 qg1.3 127951945 130838079 gpos33
band mm5 qg2 qg2 130838079 146230794 gneg
band mm5 qg3 qg3 146230794 152003063 gpos33
band mm6 qa1 qa1 0 16613965 gpos100
band mm6 qa2 qa2 16613965 21500425 gneg
band mm6 qa3.1 qa3.1 21500425 27364177 gpos100
band mm6 qa3.2 qa3.2 27364177 28341469 gneg
band mm6 qa3.3 qa3.3 28341469 34205222 gpos100
band mm6 qb1 qb1 34205222 41534912 gneg
band mm6 qb2.1 qb2.1 41534912 44466788 gpos66
band mm6 qb2.2 qb2.2 44466788 45932726 gneg
band mm6 qb2.3 qb2.3 45932726 50819187 gpos66
band mm6 qb3 qb3 50819187 62546691 gneg
band mm6 qc1 qc1 62546691 74274196 gpos100
band mm6 qc2 qc2 74274196 76717426 gneg
band mm6 qc3 qc3 76717426 86001701 gpos66
band mm6 qd1 qd1 86001701 94308683 gneg
band mm6 qd2 qd2 94308683 95774621 gpos33
band mm6 qd3 qd3 95774621 103104312 gneg
band mm6 qe1 qe1 103104312 108479418 gpos100
band mm6 qe2 qe2 108479418 109456710 gneg
band mm6 qe3 qe3 109456710 116786401 gpos100
band mm6 qf1 qf1 116786401 122650153 gneg
band mm6 qf2 qf2 122650153 125093383 gpos33
band mm6 qf3 qf3 125093383 131934427 gneg
band mm6 qg1 qg1 131934427 139264118 gpos66
band mm6 qg2 qg2 139264118 142684640 gneg
band mm6 qg3 qg3 142684640 149525685 gpos33
band mm7 qa1 qa1 0 15170811 gpos100
band mm7 qa2 qa2 15170811 18204973 gneg
band mm7 qa3 qa3 18204973 28318847 gpos33
band mm7 qb1 qb1 28318847 34387172 gneg
band mm7 qb2 qb2 34387172 37421334 gpos33
band mm7 qb3 qb3 37421334 47535208 gneg
band mm7 qb4 qb4 47535208 54109226 gpos33
band mm7 qb5 qb5 54109226 60683244 gneg
band mm7 qc qc 60683244 71302812 gpos100
band mm7 qd1 qd1 71302812 76865443 gneg
band mm7 qd2 qd2 76865443 80405299 gpos66
band mm7 qd3 qd3 80405299 90013479 gneg
band mm7 qe1 qe1 90013479 99621660 gpos100
band mm7 qe2 qe2 99621660 102150128 gneg
band mm7 qe3 qe3 102150128 111252615 gpos33
band mm7 qf1 qf1 111252615 118332327 gneg
band mm7 qf2 qf2 118332327 122883570 gpos33
band mm7 qf3 qf3 122883570 137042994 gneg
band mm7 qf4 qf4 137042994 140582850 gpos33
band mm7 qf5 qf5 140582850 145134094 gneg
band mm8 qa1.1 qa1.1 0 16271352 gpos100
band mm8 qa1.2 qa1.2 16271352 17228491 gneg
band mm8 qa1.3 qa1.3 17228491 20578475 gpos33
band mm8 qa2 qa2 20578475 30149859 gneg
band mm8 qa3 qa3 30149859 34456982 gpos33
band mm8 qa4 qa4 34456982 44985504 gneg
band mm8 qb1.1 qb1.1 44985504 49292627 gpos66
band mm8 qb1.2 qb1.2 49292627 51206903 gneg
band mm8 qb1.3 qb1.3 51206903 56949734 gpos66
band mm8 qb2 qb2 56949734 60778287 gneg
band mm8 qb3.1 qb3.1 60778287 68435394 gpos100
band mm8 qb3.2 qb3.2 68435394 69392533 gneg
band mm8 qb3.3 qb3.3 69392533 76092502 gpos100
band mm8 qc1 qc1 76092502 81835332 gneg
band mm8 qc2 qc2 81835332 86621024 gpos33
band mm8 qc3 qc3 86621024 91885285 gneg
band mm8 qc4 qc4 91885285 93320993 gpos33
band mm8 qc5 qc5 93320993 97628115 gneg
band mm8 qd1 qd1 97628115 105285223 gpos100
band mm8 qd2 qd2 105285223 106242361 gneg
band mm8 qd3 qd3 106242361 112942330 gpos33
band mm8 qe1 qe1 112942330 126342267 gneg
band mm8 qe2 qe2 126342267 132085098 gpos33
band mm9 qa1 qa1 0 14343360 gpos100
band mm9 qa2 qa2 14343360 19432940 gneg
band mm9 qa3 qa3 19432940 24059831 gpos33
band mm9 qa4 qa4 24059831 37940503 gneg
band mm9 qa5.1 qa5.1 37940503 43955461 gpos66
band mm9 qa5.2 qa5.2 43955461 46268906 gneg
band mm9 qa5.3 qa5.3 46268906 54597309 gpos66
band mm9 qb qb 54597309 62925712 gneg
band mm9 qc qc 62925712 69403359 gpos33
band mm9 qd qd 69403359 77269073 gneg
band mm9 qe1 qe1 77269073 82358653 gpos33
band mm9 qe2 qe2 82358653 84209409 gneg
band mm9 qe3.1 qe3.1 84209409 90687056 gpos100
band mm9 qe3.2 qe3.2 90687056 91149745 gneg
band mm9 qe3.3 qe3.3 91149745 100403526 gpos100
band mm9 qe4 qe4 100403526 101328904 gpos66
band mm9 qf1 qf1 101328904 107806551 gneg
band mm9 qf2 qf2 107806551 110582686 gpos33
band mm9 qf3 qf3 110582686 119373778 gneg
band mm9 qf4 qf4 119373778 124000669 gpos33
band mmx qa1.1 qa1.1 0 15267455 gpos100
band mmx qa1.2 qa1.2 15267455 17652995 gneg
band mmx qa1.3 qa1.3 17652995 20515643 gpos33
band mmx qa2 qa2 20515643 27195154 gneg
band mmx qa3.1 qa3.1 27195154 32443342 gpos66
band mmx qa3.2 qa3.2 32443342 33397558 gneg
band mmx qa3.3 qa3.3 33397558 38645746 gpos66
band mmx qa4 qa4 38645746 46279474 gneg
band mmx qa5 qa5 46279474 54390309 gpos66
band mmx qa6 qa6 54390309 61069821 gneg
band mmx qa7.1 qa7.1 61069821 67272225 gpos66
band mmx qa7.2 qa7.2 67272225 68703549 gneg
band mmx qa7.3 qa7.3 68703549 74905952 gpos66
band mmx qb qb 74905952 79677032 gneg
band mmx qc1 qc1 79677032 88264976 gpos100
band mmx qc2 qc2 88264976 89219192 gneg
band mmx qc3 qc3 89219192 97807135 gpos100
band mmx qd qd 97807135 106395079 gneg
band mmx qe1 qe1 106395079 116414347 gpos100
band mmx qe2 qe2 116414347 117368563 gneg
band mmx qe3 qe3 117368563 130727586 gpos100
band mmx qf1 qf1 130727586 136929990 gneg
band mmx qf2 qf2 136929990 144086609 gpos33
band mmx qf3 qf3 144086609 151243229 gneg
band mmx qf4 qf4 151243229 158399849 gpos33
band mmx qf5 qf5 158399849 165556469 gneg
band mmy qa1 qa1 0 614115 gpos100
band mmy qa2 qa2 614115 972350 gpos66
band mmy qb qb 972350 1347643 gpos33
band mmy qc1 qc1 1347643 1620583 gpos100
band mmy qc2 qc2 1620583 1842347 gpos33
band mmy qc3 qc3 1842347 2149405 gpos100
band mmy qd qd 2149405 2473522 gpos33
band mmy qe qe 2473522 2729404 gpos66
